Timestamp,Reporting_Month,Supplier_Name,Hydrologic_Region,Population_Served,Mandatory_Restrictions,Water_Days_Allowed/Week,Complaints_Received,Follow_up_Actions,Warnings_Issued,Penalties_Assessed,Enforcement_Comments
04/01/15 00:00,15-Apr, Marina Coast Water District ,Central Coast,31405,Yes,3,4,4,4,0,
04/01/15 00:00,15-Apr, Sunnyslope County Water District ,Central Coast,19189,Yes,2,5,5,4,0,Water Conservation information is being provided to every customer contact on the phone and in person by agency staff.
04/01/15 00:00,15-Apr, Riverside Highland Water Company ,South Coast,14730,Yes,4,4,6,4,0,Verbal communications with customers and door tagging the property if unable to speak to customer directly.
04/01/15 00:00,15-Apr, Park Water Company ,South Coast,125784,Yes,2,4,4,0,0,
04/01/15 00:00,15-Apr, San Jacinto  City of ,South Coast,15582,Yes,2,4,4,4,0,
04/01/15 00:00,15-Apr, Cucamonga Valley Water District ,South Coast,195598,Yes,7,53,137,4,0,
04/01/15 00:00,15-Apr, Pico Water District ,South Coast,25284,Yes,3,4,4,4,0,The District is taking actions to pass a new water ordinance that will impose water wasting penalties that range from $100 for the first violation after being notified to $500 on the third and subsequent violations
04/01/15 00:00,15-Apr, Fairfield  City of ,Sacramento River,107540,Yes,4,22,22,4,0,"The City of Fairfield is engaged in enforcement actions, particularly incidents involving runoff.  "
04/01/15 00:00,15-Apr, Groveland Community Services District ,San Joaquin River,3140,Yes,2,1,1,0,0,
04/01/15 00:00,15-Apr, Hi-Desert Water District ,Colorado River,23760,Yes,3,1,4,3,0,Water Waste Complaints are directly related to non District personnel complaints.  Three First Violation Warnings were issued. All there were District personnel generated..
04/01/15 00:00,15-Apr, Brawley  City of ,Colorado River,27743,No,7,5,11,3,0,
04/01/15 00:00,15-Apr, Vernon  City of ,South Coast,112,Yes,3,0,0,0,0,
04/01/15 00:00,15-Apr, Calexico  City of ,Colorado River,41033,Yes,3,3,3,3,0,
04/01/15 00:00,15-Apr, California City  City of ,South Lahontan,14120,Yes,7,0,0,0,0,A stage II water restriction was enacted May 5 2015 which restricts the total water used each month per customer through the meter and is tracked through the utility billing system.
04/01/15 00:00,15-Apr, Palo Alto  City of ,San Francisco Bay,64403,Yes,2, , , , ,"Palo Alto is implementing restrictions from Stage 2 of its Water Shortage Contingency Plan. Irrigation is not permitted between 10 am and 6 pm, and no watering that results in runoff to hardscape is permitted. As of May 11, the Stage 2 restrictions were amended to include a restriction on irrigation to two days per week, though some large irrigation customers are permitted to apply for an alternative irrigation plan provided that they achieve savings."
04/01/15 00:00,15-Apr, Rialto  City of ,South Coast,54036,Yes,,,,,,
04/01/15 00:00,15-Apr, Santa Paula  City of ,South Coast,30009,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, California Water Service Company Marysville ,Sacramento River,12136,Yes,7,3,3,3,0,
04/01/15 00:00,15-Apr, Estero Municipal Improvement District ,San Francisco Bay,37165,Yes,2,3,3,3,0,
04/01/15 00:00,15-Apr, Fallbrook Public Utility District ,South Coast,34894,Yes,,0,0,0,0,
04/01/15 00:00,15-Apr, Loma Linda  City of * ,South Coast,23614,Yes,2,18,12,3,0,
04/01/15 00:00,15-Apr, Valley Center Municipal Water District ,South Coast,25378,Yes,7,19,14,0,0,"On June 1, 2015, the District will be launching a focused and intensified enforcement program. In addition, outside lawn and ornamental watering will be reduced to two days per week. "
04/01/15 00:00,15-Apr, San Bruno  City of ,San Francisco Bay,43798,Yes,2,5,3,3,0,
04/01/15 00:00,15-Apr, Rohnert Park  City of ,North Coast,43398,Yes,7,10,9,3,0,
04/01/15 00:00,15-Apr, Menlo Park  City of ,San Francisco Bay,16066,Yes,2,19,10,3,0,
04/01/15 00:00,15-Apr, Reedley  City of ,Tulare Lake,24194,Yes,3,6,6,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Cordova ,Sacramento River,43767,Yes,2,62,16,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company Bay Point ,San Francisco Bay,22258,Yes,2,3,0,0,0,
04/01/15 00:00,15-Apr, Healdsburg  City of ,North Coast,11687,Yes,3,5,5,3,0,
04/01/15 00:00,15-Apr, Myoma Dunes Mutual Water Company ,Colorado River,8948,Yes,3,3,3,3,0,
04/01/15 00:00,15-Apr, Golden State Water Company Culver City ,South Coast,36215,Yes,2,7,2,0,0,
04/01/15 00:00,15-Apr, Golden State Water Company S San Gabriel ,South Coast,27656,Yes,2,2,0,0,0,
04/01/15 00:00,15-Apr, Galt  City of ,Sacramento River,24289,Yes,3,,,,,
04/01/15 00:00,15-Apr, Golden State Water Company Orcutt ,Central Coast,31872,Yes,2,5,0,0,0,
04/01/15 00:00,15-Apr, Inglewood  City of ,South Coast,86418,Yes,3,0,0,0,0,
04/01/15 00:00,15-Apr, California Water Service Company Dominguez ,South Coast,142215,Yes,7,2,2,2,0,
04/01/15 00:00,15-Apr, East Orange County Water District ,South Coast,3247,Yes,2,2,2,2,0,"First instance of non-compliance - through personal contact, 1) issue a written warning 2) provide a copy of the conservation ordinance 3) provide education such as reviewing behavior or water use inefficiency that caused the warning to be issued and suggest specific behavior or water use changes to correct it.   Second instance of non-compliance within preceding 12 month period - $50 fine. Third instance of non-compliance within preceding 12 month period - $100 fine. Fourth instance of non-compliance - $250 fine and referral to the District Attorney's office for prosecution."
04/01/15 00:00,15-Apr, Montebello Land and Water Company ,South Coast,32219,Yes,3,2,2,2,0,
04/01/15 00:00,15-Apr, Alco Water Service ,Central Coast,29179,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr," Anderson, City of ",Sacramento River,11147,Yes,3,10,8,0,0,
04/01/15 00:00,15-Apr, Beverly Hills  City of ,South Coast,42157,Yes,2,11,10,2,0,"Outdoor Water Schedule & Restrictions (Enforced); Mandatory 30% Water Reduction, Warnings (1st offense), Penalties (2nd and subsequent) "
04/01/15 00:00,15-Apr, Carlsbad Municipal Water District ,South Coast,84838,Yes,3,47,533,2,0,
04/01/15 00:00,15-Apr, Red Bluff  City of ,Sacramento River,14076,No,7,8,8,2,0,
04/01/15 00:00,15-Apr, Atascadero Mutual Water Company ,Central Coast,31045,Yes,3,24,13,2,0,"The Board adopted the drought water rates shown on the table below applied to all SFR accounts to encourage the shareholders to reduce their outdoor water use.  The drought rates become effective with the billing period beginning on or about June 15, 2015.    Current Water Rates       Drought Water Rates Tier     Use        Rate          Tier        Use          Rate Base 0 – 2      $18.00    Base 0 – 2 $18.00 1 3 – 12 $ 2.10    1        3 – 12 $ 2.10 2 13 – 25 $ 3.25    2      13 – 25 $ 3.25 3 26 – 50 $ 4.80    3      26 – 50 $ 5.25 4 51 – 75 $ 5.50    4      51 – 75 $ 6.50 5 >75 $6.00            5      75 - 100 $8.00                       6         >100 $10.00 use = 1,000 gallons  The Board adopted a water use surcharge that will apply to all shareholders that have commercial, industrial, multi-family residential, and landscape accounts.  The surcharge will become effective with the billing period beginning on or about June 15, 2015.  A surcharge will be added to the shareholder’s water account if the water use for a given month in 2015 is greater than the water use for the same month in 2013.  The surcharge will be equal to the difference between the water use for a given month in 2015 and the water use for the same month in 2013 multiplied by the highest tier rate used in calculating the water bill for the given month in 2015.   The surcharge will be added to the water bill immediately following the given month.    In the event any person, firm, partnership, association, corporation, or political entity is found by the Board of Directors to be in violation of any restriction or prohibition of this Resolution, the Board of Directors may impose a special water waste surcharge against such person's account and may temporarily or permanently discontinue or restrict, with a flow regulating device, water service to the affected property. Before taking such action, the Board of Directors shall give any such person thirty (30) days written notice and an opportunity to be heard and protest against the finding of such violation and the imposition of such measures.  The Board may determine the terms and conditions of the discontinuance or restriction of service and may establish, by Resolution, a schedule of the amount of such surcharges as in its sole discretion will reasonably compensate AMWC and its customers for all loss of water and other damages incurred.   Notices and Surcharges - The Board authorizes AMWC staff to issue the notices and assess the surcharges listed below to shareholders in violation of any restriction or prohibition of this Resolution.  The Board has determined that the surcharges listed below reasonably compensate AMWC and its customers for all loss of water and other damages incurred and as will foster water conservation within the service area of AMWC.  _ 1st Violation - Written and verbal notice (door hanger & follow-up call) identifying nature of violation  _ 2nd Violation - $50 surcharge added to the shareholder’s water account.  _ 3rd Violation within a six-month period – $100  surcharge added to shareholder’s account.  _ 4th and Subsequent Violations within a six-month period – $500 surcharge for the fourth and each subsequent violation added to the shareholder’s water account "
04/01/15 00:00,15-Apr, Elsinore Valley Municipal Water District ,South Coast,148719,Yes,3,10,8,1,0,
04/01/15 00:00,15-Apr, California Water Service Company Antelope Valley ,South Lahontan,3391,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, Del Oro Water Company ,Sacramento River,9615,Yes,3,,,,,
04/01/15 00:00,15-Apr, Discovery Bay Community Services District ,San Joaquin River,14687,Yes,2,,,,,
04/01/15 00:00,15-Apr, California Water Service Company Oroville ,Sacramento River,10628,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, Fillmore  City of ,South Coast,15222,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, California Water Service Company Selma ,Tulare Lake,24596,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, Redlands  City of ,South Coast,77852,Yes,3,31,22,1,0,
04/01/15 00:00,15-Apr, California Water Service Company King City ,Central Coast,14778,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, California Water Service Company Kern River Valley ,Tulare Lake,5587,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, California Water Service Company Westlake ,South Coast,19459,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, Lee Lake Water District ,South Coast,15543,No,7,0,0,0,0,
04/01/15 00:00,15-Apr, Gilroy  City of ,Central Coast,53000,Yes,3,25,25,1,0,
04/01/15 00:00,15-Apr, McKinleyville Community Service District ,North Coast,16900,Yes,4,1,1,1,0,
04/01/15 00:00,15-Apr, Cambria Community Services District ,Central Coast,6032,Yes,0,1,1,1,1,
04/01/15 00:00,15-Apr, Humboldt Community Service District ,North Coast,20032,Yes,7,1,1,1,0,
04/01/15 00:00,15-Apr, Norco  City of ,South Coast,27160,Yes,7,0,0,0,0,None
04/01/15 00:00,15-Apr, San Gabriel Valley Fontana Water Company ,South Coast,209035,Yes,3,24,8,1,0,
04/01/15 00:00,15-Apr," Perris, City of ",South Coast,9000,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, Lakeside Water District ,South Coast,35500,Yes,2,1,1,1,0,
04/01/15 00:00,15-Apr, Lakewood  City of ,South Coast,59081,Yes,2,37,20,1,0,
04/01/15 00:00,15-Apr, Las Virgenes Municipal Water District ,South Coast,75384,Yes,2,62,59,1,1,
04/01/15 00:00,15-Apr, Ramona Municipal Water District ,South Coast,33600,Yes,2,3,3,1,,
04/01/15 00:00,15-Apr, San Bernardino County Service Area 70 ,South Coast,10174,Yes,3,,,,,
04/01/15 00:00,15-Apr, San Lorenzo Valley Water District ,Central Coast,19000,Yes,2,,,0,0,
04/01/15 00:00,15-Apr, Sanger  City of ,South Coast,25664,Yes,2,26,26,0,0,The City Council declared the 3rd Stage of the Water Conservation Program 5/7/15 which requires 25-35% conservation. Council change to a 2 day watering schedule. We will be advertising the new watering schedule utilizing numerous sources as well as a large banner over the main street through the City.  I will be taking a stronger enforcement fine schedule to Council for approval as well.
04/01/15 00:00,15-Apr, Shasta Lake  City of ,Sacramento River,10293,Yes,2,0,0,0,0,
04/01/15 00:00,15-Apr, North Tahoe Public Utility District ,North Lahontan,7500,Yes,3,2,6,1,0,
04/01/15 00:00,15-Apr, Rio Linda - Elverta Community Water District ,Sacramento River,11013,Yes,2,17,17,1,0,
04/01/15 00:00,15-Apr, Susanville  City of ,North Lahontan,8978,Yes,3,1,1,1,0,
04/01/15 00:00,15-Apr," Corcoran, City of ",Tulare Lake,24154,No,7,4,4,1,0,
04/01/15 00:00,15-Apr, City of Newman Water Department ,San Joaquin River,10668,Yes,7,27,27,1,0,"The City of Newman will restrict outdoor irrigation to 3 days per week after May 26, 2015."
