Reporting_Month,Timestamp,Supplier_Name,Stage_Invoked,Mandatory_Restrictions,Total_Monthly_Potable_Water_Production_2014_2015,Total_Monthly_Potable_Water_Production_2013,Optional_Recycled_Water,Recycled_Water_Units,Units,Qualification,Total_Population_Served,REPORTED_Residential_Gallons_per_Capita_Day,Optional_Enforcement_Actions,Optional_Implementation,CALCULATED_Production_Monthly_Gallons_Month_2014_2015,CALCULATED_Production_Monthly_Gallons_Month_2013,CALCULATED_R_GPCD_2014_2015,Percent_Residential_Use,Comments_Corrections,Hydrologic_Region,CALCULATED_R_GPCD_2013
15-Jun,06/01/2015 00:00,Las Virgenes Municipal Water District,3,Yes,1597,2376,383,NULL,AF,,75384,161,,,520384729,774222991,161.1,0.7,No Correction,South Coast,239.6
15-Jun,06/01/2015 00:00,"Lathrop, City of ",3,Yes,116.19,175.08,-99999,NULL,MG,June 2015 - Revised Report in the water usage field for 2015 I entered the water usage for 2013. In the 2013 water usage field I entered the water usage for 2015. The amounts have been properly entered into the correct fields.,19831,103.19,Currently the City of Lathrop provides door hangers with first time reminder of Emergency Water Ordinance.  ,"Currently the City of Lathrop provides residents with free Water Conservation kits. Also the resident will receive a guide book which includes helpful water conservation tips, leak detection methods, how to read your meter and Water Monitoring Form with instructions. Forgot to enter the RGPCD on revised report.",116190000,175080000,109.4,0.56,No Correction,San Joaquin River,164.8
15-Jun,06/01/2015 00:00,Lee Lake Water District,2,Yes,101000,147102,-99999,NULL,CCF,"Population based on profile of general demographic characteristics, Riverside County.  No multifamily dwellings.",15543,130,,,75553247,110039938,129.6,0.8,No Correction,South Coast,188.8
15-Jun,06/01/2015 00:00,Lemoore  City of,Stage 1,Yes,220048000,291387000,-99999,NULL,G,,25281,179,,,220048000,291387000,179.9,0.62,No Correction,Tulare Lake,238.2
15-Jun,06/01/2015 00:00,Lincoln  City of,Stage Two,Yes,253.572,415.7,0,NULL,MG,,45873,144.7887,,,253572000,415700000,145.6,0.79,No Correction,Sacramento River,238.6
15-Jun,06/01/2015 00:00,Lincoln Avenue Water Company,,Yes,167.86,260.16,-99999,NULL,AF,,16126,98.38,,,54697421,84773507,98.4,0.87,No Correction,South Coast,152.5
15-Jun,06/01/2015 00:00,Linda County Water District,3,Yes,93380000,148200000,-99999,NULL,G,,18808,149,,,93380000,148200000,148.9,0.9,No Correction,Sacramento River,236.4
15-Jun,06/01/2015 00:00,Livermore  City of Division of Water Resources,Stage 2,Yes,145.399,248.251,-99999,NULL,MG,,27033,103.99,,,145399000,248251000,104,0.58,No Correction,San Francisco Bay,177.5
15-Jun,06/01/2015 00:00,Livingston  City of,2,Yes,219897000,227015000,0,NULL,G,percentage residential use - entered incorrect data residential gals per ca pita - entered incorrect data ,14898,123,,,219897000,227015000,123,0.25,No Correction,San Joaquin River,127
15-Jun,06/01/2015 00:00,Lodi  City of Public Works Department,3,Yes,413.3,611.9,-99999,NULL,MG,"Revised residential calculation (by Reed Group, Inc.) based on 2014 metered residential use is 64.7%. Approved via email (E. Oppenheimer, SWRCB, 5/28/15) Non-revenue per 2010 Urban Water Management Plan, RMC, 2011",63651,140.1,,,413300000,611900000,140,0.647,No Correction,San Joaquin River,207.3
15-Jun,06/01/2015 00:00,Loma Linda  City of *,2,Yes,463.96,589.31,NA,NULL,AF,,23614,151.5,,,151182028,192027504,151.5,0.71,DATA CORRECTION,South Coast,192.5
15-Jun,06/01/2015 00:00,Lomita  City of,1,Yes,169.89,225.48,-99999,NULL,AF,,20463,81,,,55358899,73472980,81.2,0.9,No Correction,South Coast,107.7
15-Jun,06/01/2015 00:00,Lompoc  City of,Stage 2,Yes,108.87,162.3,0,NULL,MG,"City of Lompoc, Utility Sales and Consumption report: 4/22/15 - 5/20/15. (6/12/15 posted)",41541,59,N/A,N/A,108870000,162300000,59,0.675,No Correction,Central Coast,87.9
15-Jun,06/01/2015 00:00,Long Beach  City of,"3rd level (although called ""Stage 2')",Yes,4368,5417,-99999,NULL,AF,,473683,69,Continue to monitor selected customers' compliance with water-waste prohibitions using smart-meters.,,1423319033,1765137180,69.1,0.69,No Correction,South Coast,85.7
15-Jun,06/01/2015 00:00,Los Angeles County Public Works Waterworks District 29,Equivalent mandated compliance,Yes,574.19,757,-99999,NULL,AF,A portion of the water supply for District 29 is being transferred to another water supplier (Marina Del Rey Water System - i.e. small water system) outside of its service area. This transferred water is being removed from the previous reported total monthly potable water production. The population of this small water system is also being removed from the previous reported population figures.,22188,232,,"In order to achieve the level of reduction required by the State Board, per the Rules and Regulations for the Waterworks Districts, a Phase VIII Shortage was declared for District No. 29, which mandates water use reductions and Target Quantity (Allocations) that customers must meet to avoid surcharges.  The Target Quantity (Allocation) is a 36% reduction from the average amount of water used in your area by all residential customers with similar sized meters in 2013. This averaging methodology is used to ensure that customers that are already conserving water are not unfairly required to reduce their water consumption.   A conservation surcharge of 0.5 times the normal water rate is charged for the first 15% of water use above the Target Quantity. An additional conservation surcharge of 1.0 times the normal water rate is charged for all water used in excess of the first 15% above the Target Quantity ",187100631,246669530,230.5,0.82,No Correction,South Coast,303.9
15-Jun,06/01/2015 00:00,Los Angeles County Public Works Waterworks District 40,Equivalent mandated compliance,Yes,3847.99,6628,-99999,NULL,AF,,206959,155.5,"In order to achieve the level of reduction required by the State Board, per the Rules and Regulations for the Waterworks Districts, a Phase VII Shortage was declared for District No. 40, which mandates water use reductions and Target Quantity (Allocations) that customers must meet to avoid surcharges.  The Target Quantity (Allocation) is a 32% reduction from the average amount of water used in your area by all residential customers with similar sized meters in 2013. This averaging methodology is used to ensure that customers that are already conserving water are not unfairly required to reduce their water consumption.   A conservation surcharge of 0.5 times the normal water rate is charged for the first 15% of water use above the Target Quantity. An additional conservation surcharge of 1.0 times the normal water rate is charged for all water used in excess of the first 15% above the Target Quantity ",,1253873033,2159743258,155.5,0.77,No Correction,South Lahontan,267.8
15-Jun,06/01/2015 00:00,Los Angeles Department of Water and Power,Phase 2,Yes,41840,49519,654,NULL,AF,,4005398,77.2,"To date, our Water Conservation Response Unit (WCRU), a.k.a. Water Cops, has issued over 10,000 letters and citations since January 2014. WCRU actively patrol Los Angeles communities and enforce the Cityês Emergency Water Conservation Ordinance. The WCRU investigates reports of wasteful water use and educates violators on the importance of complying with the Water Conservation Ordinance. The WCRU also catches additional violations that were not reported while patrolling neighborhoods. The first official penalty is a citation (warning) letter. Repeat violators are issued monetary fines ranging from $100-$600. Because LADWP has had an emergency water conservation ordinance with outdoor watering restrictions in effect since 2009, LADWPês customers have been well educated for some time now on ordinance requirements. Therefore, most customers who receive a contact from the WCRU and/or a warning letter respond very well and change their habits immediately. This explains why LADWP has not issued many fines in recent years. ","The LA Mayor and City Council approved amendments to the Cityês Emergency Water Conservation Ordinance Plan on June 17, 2015 to include the following new and/or stricter restrictions: no irrigation 48 hours after a rain event; 2 days per week watering schedule; requirements for the use of pool covers and restrictions on filling residential pools; and restrictions on filling decorative fountains or ponds used solely for aesthetic purposes. In December 2014, LADWP started its WaterSmart Pilot Study, which is a behavior efficiency program that aims to educate customers on their water use and the need to conserve through focused outreach through bi-monthly Home Water Reports. These Home Water Reports detail how much water the customer is using, how they compare to homes of similar size and climate, the water reduction required to get to efficient levels, and provide customized water saving tips and rebate recommendations.  LADWP started an AMI pilot program in April 2015 which will ultimately include the installation of around 600 smart meters on targeted customers within the next 18 months.  LADWP started a Water Loss Task Force recently to evaluate various options for improving water loss control and reducing water losses in LADWPês water distribution system. The report is planned for completion in Fall 2015 and will be presented to management for approval of cost-effective actions. LADWP also has an annual pipe replacement program to reduce leaks in LADWPês water distribution system. Staffing for both our WCRU enforcement unit and conservation group has increased in recent months. LADWP has also doubled funding for public outreach and education on the drought. 23.5 million square feet of turf has been removed in LADWPês service area since our turf removal rebate program started. LAês Mayor has set a goal for LADWP to accomplish 25 million total square feet of turf removed by the end of 2015. With only 10% of the stateês population, LA is on target to meet half of the Governorês goal to remove 50 million square feet of turf. The Save the Drop Campaign continues its partnership with celebrities Steve Carell, Jaime Camil, and Moby, with new public service announcements airing on TV, cinema, and radio. In June, the Save the Drop campaign was advertised once a month in 30 daily, weekly and monthly publications. The local cable network ran the animated Drop spot 160,000 times in June. Eight movie theaters showed the animated Drop spot in individual theaters. Bus advertising included bus tails and interior cards in English and Spanish on 266 bus tails and 750 interior cards. ",13633623706,16135836814,77.2,0.68,No Correction,South Coast,91.3
15-Jun,06/01/2015 00:00,"Los Banos, City of",3,Yes,237081000,321727000,-99999,NULL,G,,37168,127,,,237081000,321727000,127.6,0.6,No Correction,San Joaquin River,173.1
15-Jun,06/01/2015 00:00,Lynwood  City of,Level 2,Yes,475.81,553.86,-99999,NULL,AF,,65965,35.26,,,155043367,180476071,35.3,0.45,No Correction,South Coast,41
15-Jun,06/01/2015 00:00,Madera  City of,Level B,Yes,307.213,482.925,-99999,NULL,MG,,63961,136,,,307213000,482925000,136.1,0.85,No Correction,San Joaquin River,213.9
15-Jun,06/01/2015 00:00,Madera County,Stages 3 & 3.5,Yes,111990928,159368996,-99999,NULL,G,,14326,255.37,,,111990928,159368996,255.4,0.98,No Correction,San Joaquin River,363.4
15-Jun,06/01/2015 00:00,Mammoth Community Water District,Level 3,Yes,58.832,97.066,-99999,NULL,MG,"Population is reported as Effective Populationê from MCWD - 2010 Urban Water Management Plan (UWMP). Effective Population accounts for the visitor base and resulting effect on water usage. Basis of calculation is reported in the 2010 UWMP. Maximum People At One Time (PAOT) in the service area is estimated by the Town of Mammoth Lakes to be 36,578 people. Permanent resident population is 8,073.  ",16739,70,none,,58832000,97066000,70.3,0.6,No Correction,South Lahontan,116
15-Jun,06/01/2015 00:00,Manhattan Beach  City of,Three,Yes,403.9,506.8,-99999,NULL,AF,,35996,85.9,,,131611391,165141503,85.9,0.705,No Correction,South Coast,107.8
15-Jun,06/01/2015 00:00,Manteca  City of,1,Yes,394.16,631.777,0.828,NULL,MG,,74794,151,,,394160000,631777000,133.2,0.758,No Correction,San Joaquin River,213.4
15-Jun,06/01/2015 00:00,Marin Municipal Water District,1,Yes,2107.75,2836.01,74.88,NULL,AF,Residential based upon total water use on an annual basis.   MMWD is on a bimonthly billing cycle. CII numbers were calculated based on the % of Total Monthly Potable Water Production for the 2 month billing cycle (May and June) for the month of June.,188200,91.2,,,686813345,924117905,91.2,0.75,No Correction,San Francisco Bay,122.8
15-Jun,06/01/2015 00:00,Marina Coast Water District,3,Yes,273,428,-99999,NULL,AF,The percentage of residential use and the CII usage is estimated and based on 2014 figures.,32375,51,,The MCWD Water Conservation Commission reviewed the Water Shortage Contingency Plan and forwarded recommended changes to the Board of Directors.,88957440,139464411,51.3,0.56,No Correction,Central Coast,80.4
15-Jun,06/01/2015 00:00,Martinez  City of,2,Yes,113059,164984,-99999,NULL,CCF,,35375,37,No fines necessary and our fine structure was not in place in June 2015,,84574005,123416603,37.5,0.47,No Correction,San Francisco Bay,54.7
15-Jun,06/01/2015 00:00,McKinleyville Community Service District,2,Yes,41.847,51.337,15.6,NULL,MG,Our customers are metered. The residential information is gathered from residential and multi-family use billed using 28 day billing cycle.  Recycled water is water that is used by customers and sent down the drains to the sewer system. Water is then treated and used to irrigate fields for hay crop instead of farmers using wells to irrigate.,16900,64,,,41847000,51337000,59.4,0.72,No Correction,North Coast,72.9
15-Jun,06/01/2015 00:00,Menlo Park  City of,Stage 2 Council adopted 11/18/14,Yes,104213,195407,-99999,NULL,CCF,,16066,70,We were unable to follow up on any complaints received as our Code Enforcement Officer was out of the office for several weeks as there was a death in the family that required overseas travel.,We have had to put some projects/programs on hold so that drought activities can be handled by existing staff.,77956738,146174587,69.5,0.43,No Correction,San Francisco Bay,130.4
15-Jun,06/01/2015 00:00,Merced  City of,Stage 2,Yes,621.33,1071.99,0.25,NULL,MG,,83400,178.8,,,621330000,1071990000,178.8,0.72,No Correction,San Joaquin River,308.5
15-Jun,06/01/2015 00:00,Mesa Water District,Level 1,Yes,1259.5,1703.2,-99999,NULL,AF,"Mesa Water Districtês Total Monthly Water Production was 1259.5 acre feet for JUNE 2015. Approximately 274.8 acre feet was from Indirect Potable Reuse (IPR.) Therefore, our adjusted Total Monthly Water Production-IPR is 984.7 acre feet. Mesa Water Districtês adjusted Residential GPCD-IPR is 61.4. ",108000,78.5,,,410409872,554990150,78.5,0.62,No Correction,South Coast,106.2
15-Jun,06/01/2015 00:00,Mid-Peninsula Water District,2,Yes,103863,150614,-99999,NULL,CCF,,26730,73.5,Step 1 - Education Step 2 - Written notice Step 3 - 48 hour on-site citation Step 4 - $500 fine issued Step 5 - Temporary termination of water service until compliant,,77694919,112667096,82.4,0.85,No Correction,San Francisco Bay,119.4
15-Jun,06/01/2015 00:00,Millbrae  City of,2,Yes,77073,107453,-99999,NULL,CCF,,21532,64,,Millbrae has increased level of outreach and education.,57654608,80380426,64.3,0.72,No Correction,San Francisco Bay,89.6
15-Jun,06/01/2015 00:00,Milpitas  City of,2,Yes,337295,442010,-99999,NULL,CCF,,70817,53,,,252314182,330646442,53.4,0.45,No Correction,San Francisco Bay,70
15-Jun,06/01/2015 00:00,Mission Springs Water District,1-A,Yes,706,781,0,NULL,AF,Resubmitting June 2015 report to include water loss and correct commercial calculation.,37600,132.56,,"At a 10% decrease over 2013, MSWD was equal in GPCD to other agencies in the region that reduced use by up to even 40%. The average temperature for this region was 105.4F. Ten days were 110F or higher. MSWD questions the equability of the reduction mandate when GPCD is already compatible to those who met or surpassed reduction mandates in this climate zone.",230051107,254489964,132.6,0.65,No Correction,Colorado River,146.6
15-Jun,06/01/2015 00:00,"Modesto, City of",Stage 2,Yes,1512499260,2293460739,-99999,NULL,G,,220916,174,,,1512499260,2293460739,179.6,0.787,No Correction,San Joaquin River,272.3
15-Jun,06/01/2015 00:00,Monrovia  City of,1,Yes,181857000,252213000,0,NULL,G,,37406,106.32,,,181857000,252213000,107,0.66,No Correction,South Coast,148.3
15-Jun,06/01/2015 00:00,Monte Vista Water District,Significant Water Supply Shortage,Yes,749.18,991.5,30.6,NULL,AF,CII monthly consumption reflects bimonthly usage billed during the reporting month.,54460,96,,,244121372,323081690,95.6,0.64,No Correction,South Coast,126.6
15-Jun,06/01/2015 00:00,Montebello Land and Water Company,2,Yes,256.79,322.41,0,NULL,AF,,32219,69.26,,,83675388,105057759,69.3,0.8,No Correction,South Coast,87
15-Jun,06/01/2015 00:00,Monterey Park  City of,2,Yes,218.18,264.37,0,NULL,MG,,62183,65.49,,,218180000,264370000,65.5,0.56,No Correction,South Coast,79.4
15-Jun,06/01/2015 00:00,Morgan Hill  City of,Level 2,Yes,193490000,295685000,0,NULL,G,,41779,93,,,193490000,295685000,92.6,0.6,No Correction,Central Coast,141.5
15-Jun,06/01/2015 00:00,Morro Bay  City of,Severly Restricted,Yes,32189607,36565077,-99999,NULL,G,,10234,66,,,32189607,36565077,66.1,0.63,No Correction,Central Coast,75
15-Jun,06/01/2015 00:00,Moulton Niguel Water District,2,No,2200.2,2825.5,813.9,NULL,AF,"In June of 2013, CIMIS station 75 received .07 inches of rain with a total evapotranspiration of 6.07.  In June of 2015, CIMIS station 75 received no rain and had an evapotranspiration reading of 5.75 inches.  ",172068,104.4,"The District's Board of Directors approved the implementation of the Water Shortage Contingency plan Stage 1 June 1, 2015 and Stage 2 July 1, 2015. Stage 1 eliminates bill adjustments for pool fills and customers who have recycled water readily available are restricted from using potable water. Stage 2 penalizes any customer who goes over their water budget and eliminates any bill adjustments.","The District is sending out weekly postcards to all customers to inform them of penalties effective July 1, 2015 and provide tips on water saving opportunities.  Additionally, the District is partnering regionally to advertise our rebate programs at nurseries. The District's headquarters is served by recycled water but every drop of water is precious so the front lawn of our headquarters is no longer irrigated.",716938310,920693207,104.2,0.75,No Correction,South Coast,133.8
15-Jun,06/01/2015 00:00,Mountain View  City of,2,Yes,832,1232,-99999,NULL,AF,,76210,65.2,,,271108387,401448958,65.2,0.55,No Correction,San Francisco Bay,96.6
15-Jun,06/01/2015 00:00,Myoma Dunes Mutual Water Company,III,Yes,104.3,154,-99999,NULL,MG,,9233,237.23,,,104300000,154000000,237.2,0.63,No Correction,Colorado River,350.3
15-Jun,06/01/2015 00:00,Napa  City of,Stage 2,Yes,1130,1624,-99999,NULL,AF,"Because our utility billing system is comprised of staggered bimonthly meter read cycles, the City is not able to calculate exact amounts of Commercial, Industrial, Institutional and Residential usage on a calendar month basis.  The data reported here are estimated based on recent historical annual percentages by account type.",86051,93,"The City of Napa continued its formalized Water Waste Reporting procedures, encouraging customers to report violations via phone or email (link on the City's web site).  Water Division field staff are tasked with reporting violations and educating customers in the course of their normal duties.  Five of the 24 complaints received in June were for issues other than the officially prohibited water waste items.","In May 2015, the City renewed its declaration of a Moderate Water Shortage and modified its ""Stage 2"" regulations to include a prohibition on landscape irrigation on consecutive days (effectively a three-days-per-week allowance without prescribed days).  The modified regulations also include all statewide prohibitions in addition to mandatory restrictions on irrigation time of day (10am to 5pm prohibited) and pool draining and refilling (only allowed for repairs).  Also in May, a new Water Conservation Specialist was hired, filling a staff vacancy.  A new two-year budget was adopted in June, with increases in water conservation program funding.  Educational/awareness campaign on the drought, water-saving target (20% vs. 2013), and water waste prohibitions continues with bill messages and inserts, web site updates, newspaper articles, radio ads, magazine ads, and displays at public buildings and community events.",368212113,529182717,92.7,0.65,No Correction,San Francisco Bay,133.2
15-Jun,06/01/2015 00:00,Nevada Irrigation District,3,Yes,273.38,423.6,-99999,NULL,MG,,44761,175.27,,,273380000,423600000,175.3,0.8609,No Correction,Sacramento River,271.6
15-Jun,06/01/2015 00:00,Newhall County Water District,1b,Yes,789.78,1099.76,-99999,NULL,AF,,45036,125.72,266 letter were mailed to residential customers whose water budget exceeded 100 percent of their target allocation.,Added a 28 percent reduction graph to non-water budget target allocation customers.,257350940,358358365,125.7,0.6601,No Correction,South Coast,175.1
15-Jun,06/01/2015 00:00,Newport Beach  City of,Level 3,Yes,1270.27,1598.5,76,NULL,AF,,66219,108,48 other enforcement actions,"City has sent water conservation brochures and postcards to all customers with details regarding restrictions and watering days. Flyers and table tents created and sent to hotels, restaurants, and short term lodging facilities describing the drought and regulations. Signage has been installed on public center medians that were previously watered state: ""Brown is the new Green"". Creation of an updated drought web page for customer information.",413919292,520873506,108.3,0.52,No Correction,South Coast,136.3
15-Jun,06/01/2015 00:00,Nipomo Community Services District,3,Yes,183.6,272.1,-99999,NULL,AF,production numbers are actual delivery numbers are estimates based on 2014-15 use,12512,133.9,,,59826322,88664173,133.9,0.84,No Correction,Central Coast,198.4
15-Jun,06/01/2015 00:00,Norco  City of,3,Yes,643.7,890.3,0,NULL,AF,,25891,183,,,209750564,290105525,183.6,0.68,No Correction,South Coast,254
15-Jun,06/01/2015 00:00,North Coast County Water District,2,Yes,104352,130530,2463,NULL,CCF,The District is currently building a new tank and utilizes an intertie with a neighboring District where both agencies fill and tank water,39000,48.56,,,78060717,97643221,48,0.72,No Correction,San Francisco Bay,60.1
15-Jun,06/01/2015 00:00,North Marin Water District,2,Yes,253,357,20,NULL,MG,"CII Water - NMWD bills every 2 months & the reported figure covers CII consumption ranging from May 25 through June 17, 2015.",61299,112.8,21 additional phone calls and in person advisory warnings,"Water Waste Complaints: 106 includes both public reports of water waste and NMWD staff observations during patrolling. Follow Ups: 107 includes 5 calls to customers confirming resolution of water waste, 21 staff calls and in-person advisory warnings, 81 Notice of Violation with door hangers. ",253000000,357000000,112.8,0.82,No Correction,San Francisco Bay,159.2
15-Jun,06/01/2015 00:00,North Tahoe Public Utility District,2,Yes,34.833,50.872,0,NULL,MG,Commercial use is pulled from using the monthly meter read (5/14/15 - 6/14/15) of 4.968 MG and contractor use from hydrant meters of 0.110 MG equaling 5.078 MG.,7500,132.2,,"The North Tahoe PUD is working hard on public awareness, we have hung banners, radio commercials, door to door with hotels and restaurants. We are working with multiple condo complexes and trailer parks how to conserve even more.",34833000,50872000,132.2,0.854,No Correction,North Lahontan,193.1
15-Jun,06/01/2015 00:00,Norwalk City of,2,Yes,57.58,67.03,2.33,NULL,MG,,18361,99.3,,,57580000,67030000,99.3,0.95,No Correction,South Coast,115.6
15-Jun,06/01/2015 00:00,Oakdale  City of,1,Yes,138.43,247.08,NA,NULL,MG,,21985,155,,The City issued 135 Potential Leak notices to customers. The City adjusted 25 irrigation controllers for private customers.,138430000,247080000,155.3,0.74,DATA CORRECTION,San Joaquin River,277.2
15-Jun,06/01/2015 00:00,Oceanside  City of,Level 2,Yes,2161.9,2891.9,-99999,NULL,AF,,171183,84.2,,,663042484,887945139,84.2,0.614,No Correction,South Coast,112.7
15-Jun,06/01/2015 00:00,Oildale Mutual Water Company,stage 2,Yes,845,1154,-99999,NULL,AF,,33163,215,,,275344456,376032547,215,0.777,No Correction,Tulare Lake,293.7
15-Jun,06/01/2015 00:00,Olivehurst Public Utility District,2,Yes,73.3,113.3,0,NULL,MG,,19509,103,We have established fines for water use over a baseline amount per connection. Fines range from $25 to $65 residential and 10% to 30% for commercial. ,,73300000,113300000,103.3,0.825,No Correction,Sacramento River,159.7
15-Jun,06/01/2015 00:00,Olivenhain Municipal Water District,2,Yes,1567.7,2278.3,90,NULL,AF,No revenue will be collected for 8.47 AF of water usage reported by water treatment plant and system operators. 64%-Usage by code (customer sector) is not available at the time of reporting so a three-year average of water use is used for reporting. Population is based on figures calculated by California Department of Finance. Wholesale invoices are used for production data.,84351,129,"Waste complaints via hotline and online form have increased.  Contractor patrols service area for violations. Warning letters offer free water use evaluation, and 63 were performed with more scheduled in July due to scheduling conflicts. Customers allowed a 21-day grace period to make repairs, if no other violations of mandatory restrictions are reported on the property.","Hired contractor to focus on enforcement. Internship program/behavioral study launched with Cal State University San Marcos to walk neighborhoods alerting residents to water use restrictions, hanging door tabs, and asking them to pledge to conserve water. Professor estimates 5% water savings over summer from outreach effort.",483139911,715667489,129.2,0.64,No Correction,South Coast,187.8
15-Jun,06/01/2015 00:00,Ontario  City of,Stage 2,Yes,2809,3482,342,NULL,AF,,168777,98,,,915316658,1134614669,97.6,0.54,No Correction,South Coast,121
15-Jun,06/01/2015 00:00,Orange  City of,Level 2,Yes,2278.9,2982.6,-99999,NULL,AF,Total Residential usage percentage determined from total water produced,139463,106,,,742582817,971884466,106.5,0.6,No Correction,South Coast,139.4
15-Jun,06/01/2015 00:00,Orange Vale Water Company,4,Yes,373.03,634.97,0,NULL,AF,,14283,238,,,121552358,206905881,238,0.8389,No Correction,Sacramento River,405.1
15-Jun,06/01/2015 00:00,Orchard Dale Water District,state,Yes,174,219,-99999,NULL,AF,,25605,65,,,56698148,71361463,65.2,0.884,No Correction,South Coast,82.1
15-Jun,06/01/2015 00:00,Otay Water District,2,Yes,2386.3,3220,-99999,NULL,AF,,217700,70.1,,,777579260,1049241595,70.2,0.59,No Correction,South Coast,94.8
15-Jun,06/01/2015 00:00,Oxnard  City of,2,Yes,1987.67,2478.71,-99999,NULL,AF,,196720,67.18,,,647685106,807691191,67.2,0.6122,No Correction,South Coast,83.8
15-Jun,06/01/2015 00:00,Padre Dam Municipal Water District,Level 2 Drought Alert,Yes,838.3,1168.7,56.3,NULL,AF,"We have run in-depth reports of water use for CY 2014 and the results show a correct split for our District for 2014 of 78.37 percent residential use verses 21.63 percent commercial use. Commercial use includes one agricultural customer, potable irrigation, construction, government and hotel use. Padre Dam's split has historically been in this range.",90101,79.2,"Padre Dam has an online form and hotline number for community members to report water waste that was observed. Padre Dam staff also report on waste water observed when in the field. This information allows Padre Dam to follow-up with the water waste and help prevent it from happening in the future. This may include letters and/or calls to the property as well as Padre Dam staff visits to the property if needed. The goal of our follow-up is to give the persons or businesses the opportunity to correct the issue, become better educated on the importance of water conservation, and change water habits. Our drought response plan does allow us to implement fines if waste water continues. Our District has an AMI system for all meters. With this program we are able to tell if a customer has continuous flow/possible leak. We have been notifying customers weekly if they appear to have continuous flow. These letters have been included in our contact follow-up for the first letter and warning actions if a second warning letter was sent. ","Padre Dam revised our Rules and Regulations to reflect the changes needed for compliance with the emergency regulations.   Padre Dam has implemented an aggressive outreach program to inform our customers of drought information and mandatory water use restrictions. This month we sent out a postcard to all postal customers within our service area to notify them of assigned watering days and water use restrictions. Drought news, water use restrictions and conservation programs were include in a newsletter bill insert and emailed to all customers with email on file. Watering days information is also shown on bill envelopes. This information is front and center on our website and our social media sites. We also provided new printed materials on how to achieve a 20 percent reduction in our lobby. We are offering conservation classes throughout the summer to help customers implement new savings.  ",273161251,380822563,79.2,0.7837,No Correction,South Coast,110.4
15-Jun,06/01/2015 00:00,Palmdale Water District,3,Yes,1720.3,2378.5,0,NULL,AF,,116183,129,,,560562210,775037619,128.7,0.8,No Correction,South Lahontan,177.9
15-Jun,06/01/2015 00:00,Palo Alto  City of,See Note,Yes,443787,646540,-99999,NULL,CCF,"Percent residential use and R-GPCPD based on June meter reads, which include May consumption.",64403,81,"Palo Alto is implementing restrictions from Stage 2 of its Water Shortage Contingency Plan. Irrigation is not permitted between 10 am and 6 pm, and no watering that results in runoff to hardscape is permitted. As of May 11, the Stage 2 restrictions were amended to include a restriction on irrigation to two days per week, though some large irrigation customers are permitted to apply for an alternative irrigation plan provided that they achieve savings.","Palo Alto is implementing restrictions from Stage 2 of its Water Shortage Contingency Plan. Irrigation is not permitted between 10 am and 6 pm, and no watering that results in runoff to hardscape is permitted. As of May 11, the Stage 2 restrictions were amended to include a restriction on irrigation to two days per week, though some large irrigation customers are permitted to apply for an alternative irrigation plan provided that they achieve savings.",331975730,483645506,80.8,0.47,No Correction,San Francisco Bay,117.6
15-Jun,06/01/2015 00:00,Paradise Irrigation District,2,Yes,148100000,276200000,-99999,NULL,G,,26032,165,,,148100000,276200000,165,0.87,No Correction,Sacramento River,307.7
15-Jun,06/01/2015 00:00,Paramount  City of,Stage 2,Yes,431.51,612.08,-99999,NULL,AF,,55051,55,,,140608149,199447141,56.2,0.66,No Correction,South Coast,79.7
15-Jun,06/01/2015 00:00,Park Water Company,CPUC Rule 14.1,Yes,881,996,20,NULL,AF,,125784,53,,,287075107,324548021,53.3,0.7,No Correction,South Coast,60.2
15-Jun,06/01/2015 00:00,Pasadena  City of,Level 2,Yes,2412.9,3240.7,0,NULL,AF,,165740,106.4,,,786246908,1055986719,106.4,0.673,No Correction,South Coast,142.9
15-Jun,06/01/2015 00:00,Paso Robles  City of,2,Yes,172.209,244.4,-99999,NULL,MG,,30450,119.2,Monetary penalties will be issued with the  third NOV of conservation requirements within each calendar year.,The first public reading of a new ordinance establishing water allocations and penalties occurred on July 7th. Second public reading will occur July 21st and the ordinance will take effect 30-days following the second reading.  In the time required for hearings and notification the City is conducting an outreach and educational campaign to inform customers of the upcoming changes.  We are also working with software vendors and programmers to update our billing and accounting software to incorporate the allocations and penalties into the Cityês billing system.,172209000,244400000,118.8,0.63,No Correction,Central Coast,168.6
15-Jun,06/01/2015 00:00,Patterson  City of,Stage II,Yes,113748792,141729332,-99999,NULL,G,"For CII water use, it only includes water use from commercial accounts. We have a separate classification for irrigation accounts but the majority of its use comes from our non-potable system which is not included in the total production. Need to know whether to include irrigation in CII numbers.",20922,111,,,113748792,141729332,141.4,0.78,No Correction,San Joaquin River,176.1
15-Jun,06/01/2015 00:00,"Perris, City of",NA,Yes,156.128,199.106,-99999,NULL,AF,,9000,88.56,,,50874532,64878974,88.6,0.47,No Correction,South Coast,112.9
15-Jun,06/01/2015 00:00,Petaluma  City of,Stage 2,Yes,308630,421070,-99999,NULL,CCF,Updated population based on latest information from Dept of Finance.,61798,77.15,,,230871273,314982234,77.1,0.6195,No Correction,San Francisco Bay,105.2
15-Jun,06/01/2015 00:00,Phelan Pinon Hills Community Services District,2,No,302,319.71,-99999,NULL,AF,We are on by monthly billing. Consumption data is estimated. We are going to monthly billing to enable more accurate data.,25160,123.85,,,98407131,104177960,123.9,0.95,No Correction,South Lahontan,131.1
